"여행일정ID","언어코드","제목","조회수","공유수","여행시작일","여행종료일","인원","여행기간","태그","등록일시","수정일시","추천일정등록여부","공개여부","댓글수","댓글수_1","북마크수","사용여부","SNS공유수","인기점수"
"14560","kr","여행",2,0,20/10/14,20/10/16,3,3,"아이,휴식과 치유 여행,가족",20/10/03,20/10/04,"n","n",0,0,0,"y",0,4
"14566","kr","친구 먹자!!",1,0,20/10/11,20/10/15,3,5,"친구,휴식과 치유 여행,올래길",20/10/05,20/10/05,"n","y",0,0,0,"y",0,2
"14579","kr","제주도 한달살기",1,0,20/10/13,20/11/12,2,31,"커플,휴식과 치유 여행,천천히걷기,문화유산",20/10/07,20/10/07,"n","n",0,0,0,"y",0,2
"14586","kr","3박 4일 제주여행",2,0,20/10/11,20/10/14,2,4,"휴식과 치유 여행,커플,식도락여행,문화유산탐방",20/10/08,20/10/08,"n","y",0,0,0,"y",0,4
"14587","kr","3박 4일 제주여행",0,0,20/10/11,20/10/14,2,4,"휴식과 치유 여행,커플,식도락여행,문화유산탐방",20/10/08,20/10/08,"n","y",0,0,0,"n",0,
"14590","kr","3박 4일 첫 제주여행",0,0,20/10/21,20/10/24,2,4,"휴식과 치유 여행,커플,식도락여행,문화유산탐방",20/10/08,20/10/08,"n","y",0,0,0,"y",0,
"14601","kr","지역별",1,0,20/10/14,20/10/16,1,3,"휴식과 치유 여행,22,33,커플",20/10/09,20/10/14,"n","n",0,0,0,"y",0,2
"14602","kr","제주",0,0,20/12/28,20/12/31,4,4,"휴식과 치유 여행,학생,아이",20/10/09,20/10/09,"n","n",0,0,0,"y",0,
"14607","kr","3박 4일 제주여행",1,0,20/10/14,20/10/17,2,4,"휴식과 치유 여행,커플,식도락여행,문화유산탐방",20/10/10,20/10/10,"n","y",0,0,0,"y",0,2
"14608","kr","엄마랑 힐링~♡",1,0,20/10/11,20/10/14,2,4,"부모,휴식과 치유 여행,ㅏㅏ,ㅏㅏ",20/10/10,20/10/10,"n","n",0,0,0,"y",0,2
"14611","kr","우리가족 제주 3박4일",1,0,20/10/12,20/10/15,4,4,"아이,제주의 문화유산,가족여행",20/10/10,20/10/10,"n","n",0,0,0,"n",0,2
"14617","kr","ffdfffff",0,0,20/10/14,20/10/16,2,3,"아이,휴식과 치유 여행,레져,데이트",20/10/10,20/10/10,"n","n",0,0,0,"y",0,
"14626","kr","트렌디한 제주의 감성 소품점 투어리스트",2793,27,20/11/15,20/11/19,2,5,"제주감성,트렌디,커플,휴식과 치유 여행",20/10/11,21/09/10,"n","y",0,1,6,"y",0,5589
"14627","kr","제주1박2일동쪽여행",0,0,20/12/25,20/12/26,2,2,"휴식과 치유 여행,즐거움,행복,살아있음,친구",20/10/11,20/10/11,"n","y",0,0,0,"y",0,
"8744","jp","私たちの州旅行",0,0,19/04/27,19/05/02,3,6,"友達,ヒリング,食べ物",19/04/07,19/04/07,"n","n",0,0,0,"y",0,
"8799","kr","한 템포 쉬어가는 여행",4,0,19/04/11,19/04/14,2,4,"부모,휴식과 치유 여행,숲,수목원",19/04/11,19/07/24,"n","y",0,0,0,"n",0,8
"8801","kr","제주여행",0,0,19/04/15,19/04/17,2,3,"커플,레저와 체험,여행",19/04/11,19/04/11,"n","n",0,0,0,"y",0,
"8850","kr","2ㅂㅏㄱ3ㅇㅣㄹ",1,0,19/04/20,19/04/22,2,3,"커플,천천히 걷기,ㅁㅏㅅㅈㅣㅂ,ㄱㅓㄷㄱㅣ",19/04/16,19/04/16,"n","n",0,0,0,"y",0,2
"8851","kr","5월의 제주봄 :)",2,0,19/05/04,19/05/06,2,3,"커플,식도락 여행,오름여행",19/04/16,19/04/16,"n","n",0,0,0,"y",0,4
"8854","kr","경남고등학교 2진",1,0,19/04/29,19/05/02,1,4,"제주의 문화유산,친구,수학여행",19/04/17,19/04/17,"n","n",0,0,0,"y",0,2
"8891","cn","五天四",1,0,19/05/09,19/05/13,4,5,"朋友,愈,美食",19/04/20,19/04/21,"n","n",0,0,0,"y",0,2
"8892","kr","5박6일",1,0,19/05/01,19/05/05,4,5,"아이,레저와 체험,여행",19/04/20,19/04/20,"n","n",0,0,0,"y",0,2
"8928","cn","3天四- jeju",2,0,19/05/02,19/05/05,2,4,"一,休/,,吃吃吃",19/04/22,19/04/25,"n","n",0,0,0,"y",0,4
"8929","kr","우리가족 제주2박3일 여행",3,0,19/05/06,19/05/08,4,3,"아이,레저와 체험,가족",19/04/22,19/04/30,"n","n",0,0,0,"y",0,6
"8938","kr","사랑하는 가족 여행",1,0,19/07/09,19/07/16,5,8,"부모,휴식과 치유 여행,아이,식도락,사랑",19/04/23,19/04/23,"n","n",0,0,0,"y",0,2
"8956","en","3D4N",1,0,19/06/29,19/07/02,4,4,"Friends,Leisure / Experience Program,relax,Udoisland,Eastjeju",19/04/25,21/09/10,"n","n",0,0,0,"y",0,2
"8983","kr","2박3일",3,0,19/05/03,19/05/05,6,3,"아이,제주의 문화유산,식도락",19/04/26,19/04/30,"n","n",0,0,0,"y",0,6
"8996","kr","2박3일 급여행",1,0,19/04/30,19/05/02,3,3,"휴식과 치유 여행,아이,#힐링#아기",19/04/26,19/04/26,"n","n",0,0,0,"y",0,2
"9034","kr","제주도",2,0,19/05/11,19/05/13,3,3,"아이,레저와 체험,굿,체험",19/04/28,19/05/07,"n","n",0,0,0,"y",0,4
"9055","en","day 4",1,0,19/05/07,19/05/08,2,2,"Couple,Gourmet Travel,museum,leisure",19/04/29,19/05/03,"n","n",0,0,0,"n",0,2
"9079","kr","가족여행 3박4일",1,0,19/05/02,19/05/05,4,4,"아이,레저와 체험,가족여행",19/05/01,19/05/01,"n","n",0,0,0,"y",0,2
"9089","kr","5/16 ~ 5/18",2,0,19/05/16,19/05/18,2,3,"커플,식도락 여행,휴식",19/05/02,19/05/02,"n","n",0,0,0,"y",0,4
"9123","kr","2/3",3,0,19/05/28,19/05/30,2,3,"부모,휴식과 치유 여행,제주",19/05/04,19/05/16,"n","n",0,0,0,"y",0,6
"9146","kr","2박3일 여행",1,0,19/05/08,19/05/10,3,3,"아이,휴식과 치유 여행,가족",19/05/07,19/05/07,"n","n",0,0,0,"y",0,2
"9150","kr","사무실 탈출",2,0,19/05/11,19/05/14,2,4,"친구,휴식과 치유 여행,사무실탈출",19/05/08,19/05/08,"n","n",0,0,0,"y",0,4
"9159","kr","SSSS",0,0,19/05/13,19/05/17,1,5,"혼자,천천히 걷기,SS",19/05/08,19/05/08,"n","n",0,0,0,"y",0,
"9284","kr","사춘기딸둘과 함께하는 가족여행",1,0,19/05/18,19/05/21,4,4,"휴식과 치유 여행,커플,아이,부모",19/05/17,19/05/17,"n","n",0,0,0,"n",0,2
"9287","kr","딸 둘, 우리 둘",0,0,19/05/18,19/05/21,4,4,"아이,휴식과 치유 여행,부부",19/05/17,19/05/17,"n","y",0,0,0,"n",0,
"9289","kr","동남지역 뚜벅이 여행",101,0,19/06/03,19/06/06,2,4,"커플,식도락 여행,대중교통",19/05/17,21/09/10,"n","y",0,0,0,"y",0,202
"9290","kr","바다 보이는 맛집과 카페 골라가기",2,0,19/06/02,19/06/04,2,3,"커플,식도락 여행,먹방투어,맛집,카페",19/05/17,19/06/20,"n","y",0,0,0,"y",0,4
"9292","kr","4박",2,0,19/05/27,19/05/30,4,4,"아이,휴식과 치유 여행,제주도,아이",19/05/17,19/06/20,"n","y",0,0,0,"y",0,4
"9312","kr","ㅇㅍㄹㅇㄴㄹㅇㄴ",2,0,19/06/26,19/07/03,3,8,"친구,레저와 체험,자전거",19/05/19,19/05/19,"n","n",0,0,0,"y",0,4
"9390","kr","도약하기 위한 여행",0,0,19/06/03,19/06/07,4,5,"아이,레저와 체험,휴식",19/05/24,19/05/24,"n","n",0,0,0,"y",0,
"9404","kr","우리들의 3박4일  제주",1,0,19/07/31,19/08/03,3,4,"아이,휴식과 치유 여행,가족단합여행,최초최초여행",19/05/27,19/05/30,"n","n",0,0,0,"n",0,2
"9408","kr","A팀 일정",1,0,19/05/28,19/05/28,4,1,"부모,휴식과 치유 여행,교사",19/05/27,19/05/27,"n","n",0,0,0,"y",0,2
"9416","kr","초등학생 어린이 맞춤 여행",217,2,19/06/17,19/06/21,4,5,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",19/05/27,21/09/10,"n","y",0,0,1,"y",0,434
"9418","kr","공간 속 나의 시간",1,0,19/07/30,19/07/31,6,2,"부모,휴식과 치유 여행,맛집",19/05/27,19/05/27,"n","n",0,0,0,"y",0,2
"9425","kr","2019년 SS 여행",1,0,19/05/30,19/06/04,5,6,"아이,레저와 체험,애셋",19/05/28,19/05/28,"n","n",0,0,0,"y",0,2
"9426","kr","재호와지윤이의 제주이야기",1,0,19/06/21,19/06/23,2,3,"커플,레저와 체험,맛집",19/05/28,19/06/02,"n","n",0,0,0,"n",0,2
"9427","kr","안수니여행",1,0,19/06/01,19/06/03,2,3,"친구,먹방,휴식과 치유 여행",19/05/28,19/05/28,"n","n",0,0,0,"y",0,2
"9430","kr","가족여행",1,0,19/05/30,19/06/01,8,3,"아이,휴식과 치유 여행,가족",19/05/29,19/05/29,"n","n",0,0,0,"y",0,2
"9434","kr","제세동기와 윤지방이 2박 3일 게하파티",6,0,19/06/21,19/06/23,2,3,"친구,식도락 여행,게하",19/05/29,19/06/01,"n","n",0,0,0,"y",0,12
"14522","kr","4박 5일 제주여행",1,0,20/10/19,20/10/23,3,5,"친구,레저와 체험,힐링",20/09/26,20/09/26,"n","n",0,0,0,"n",0,2
"14526","kr","뚜벅이 여행 ",1,0,20/10/20,20/10/23,1,4,"혼자,휴식과 치유 여행,뚜벅이여행,여자혼자여행",20/09/27,20/09/27,"n","n",0,0,0,"y",0,2
"14528","kr","하루하루 의미있는 한달살이",1,0,20/10/05,20/10/31,3,27,"아이,천천히 걷기,문화체험레져",20/09/27,20/09/27,"n","n",0,0,0,"y",0,2
"14529","kr","2nd 제주도 with 가원 ",1,0,20/09/30,20/10/02,3,3,"휴식과 치유 여행,부모,아이",20/09/27,20/09/27,"n","n",0,0,0,"y",0,2
"14532","kr","초등학생 어린이 맞춤 여행",1,0,20/09/30,20/10/03,10,4,"활동/레저,아이맞춤여행,제주봄여행,제주도가족여행,아이",20/09/28,20/09/28,"n","y",0,0,0,"y",0,2
"14536","kr","마누라와 한달",1,0,20/10/15,20/11/16,2,33,"커플,레저와 체험,천천이걷기",20/09/28,20/09/28,"n","y",0,0,0,"y",0,2
"14538","kr","가족 여행",1,0,20/09/30,20/10/03,10,4,"부모,휴식과 치유 여행,레저,체험,문화유산",20/09/29,20/09/29,"n","n",0,0,0,"y",0,2
"14540","kr","19년제주여행",0,0,20/10/26,20/10/29,3,4,"아이,휴식과 치유 여행,추억",20/09/29,20/09/29,"n","n",0,0,0,"y",0,
"14543","kr","가족 여행",1,0,20/10/01,20/10/03,9,3,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",20/09/30,20/09/30,"n","y",0,0,0,"n",0,2
"14544","kr","♥첫번째 제주도 이야기♥",1,0,20/10/01,20/10/03,5,3,"아이,레저와 체험,가족",20/09/30,20/09/30,"n","n",0,0,0,"y",0,2
"14552","kr","신혼여행",0,0,20/10/04,20/10/08,2,5,"휴식과 치유 여행,커플,자연,문화,식도락",20/10/01,20/10/01,"n","n",0,0,0,"y",0,
"14556","kr","힐링제주",1,0,21/02/03,21/02/06,4,4,"식도락 여행,먹방투어,데이트,맛집투어,친구",20/10/02,20/10/05,"n","y",0,0,0,"y",0,2
"14557","kr","TV속 맛집 탐방!",1,0,21/02/03,21/02/06,4,4,"식도락 여행,먹방투어,데이트,맛집투어,친구",20/10/02,20/10/05,"n","y",0,0,0,"y",0,2
"14561","kr","제주여행일정",1,0,20/10/08,20/10/10,6,3,"부모,제주의 문화유산,사진",20/10/04,20/10/04,"n","n",0,0,0,"y",0,2
"14562","kr","제주여행일정",1,0,20/10/08,20/10/10,6,3,"부모,제주의 문화유산,사진",20/10/04,20/10/04,"n","n",0,0,0,"y",0,2
"14563","kr","결혼20주년",1,0,20/10/08,20/10/10,6,3,"부모,식도락 여행,사진",20/10/04,20/10/04,"n","n",0,0,0,"y",0,2
"14569","kr","aa",1,0,20/10/10,20/10/13,2,4,"커플,휴식과 치유 여행,제주",20/10/05,20/10/05,"n","n",0,0,0,"y",0,2
"14570","kr","workshop",0,0,20/10/22,20/10/24,5,3,"휴식과 치유 여행,친구,회사",20/10/05,20/10/05,"n","n",0,0,0,"y",0,
"14571","kr","5박6일 제주여행 샘플",2,0,20/10/19,20/10/24,2,6,"커플,휴식과 치유 여행,힐링",20/10/06,20/10/08,"n","n",0,0,0,"y",0,4
"14572","kr","제주 속살 탐험",1,0,20/10/19,20/10/24,2,6,"커플,걷기/등반,경관/포토,휴식과 치유 여행",20/10/06,20/10/08,"n","y",0,0,0,"y",0,2
"14573","kr","초등학생 어린이 맞춤 여행",1,0,20/10/08,20/10/12,4,5,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",20/10/06,20/10/06,"n","y",0,0,0,"y",0,2
"14575","kr","가족 2박3일",1,0,20/10/08,20/10/10,5,3,"휴식과 치유 여행,아이,가족휴식기념일",20/10/06,20/10/06,"n","n",0,0,0,"y",0,2
"14576","kr","함께 힐링하기",1,0,20/10/09,20/10/11,4,3,"친구,휴식과 치유 여행,먹거리",20/10/07,20/10/07,"n","n",0,0,0,"y",0,2
"14577","kr","2박3일",2,0,20/10/30,20/11/02,5,4,"제주가을여행억새,제주,여행,가을",20/10/07,20/10/07,"n","n",0,0,0,"y",0,4
"14578","kr","제주도 한달살기",0,0,20/10/13,20/11/12,2,31,"커플,걷기,휴식과 치유 여행,천천히,걷기",20/10/07,20/10/07,"n","n",0,0,0,"n",0,
"14580","kr","제주여행 3박 4일(20.10.20~23)",2,0,20/10/20,20/10/23,1,4,"혼자,휴식과 치유 여행,레저",20/10/07,20/10/08,"n","n",0,0,0,"y",0,4
"14581","kr","3박 4일 첫 제주여행",0,0,20/10/20,20/10/23,1,4,"휴식과 치유 여행,식도락여행,문화유산탐방,혼자",20/10/07,20/10/07,"n","y",0,0,0,"y",0,
"14582","kr","3박 4일 첫 제주여행",0,0,20/10/20,20/10/23,1,4,"휴식과 치유 여행,커플,식도락여행,문화유산탐방",20/10/07,20/10/07,"n","y",0,0,0,"y",0,
"14583","kr","3박 4일 제주여행",1,0,20/10/20,20/10/23,10,4,"휴식과 치유 여행,식도락여행,문화유산탐방,부모",20/10/07,20/10/08,"n","n",0,0,0,"y",0,2
"14584","kr","3박 4일 알찬 제주여행",1,0,20/10/20,20/10/23,2,4,"레저와 체험,관광,커플",20/10/07,20/10/08,"n","y",0,0,0,"y",0,2
"14585","kr","제주여행",2,0,20/10/09,20/10/11,2,3,"커플,휴식과 치유 여행,맛집,관광",20/10/07,20/10/07,"n","n",0,0,0,"y",0,4
"14592","kr","제주여행",1,0,20/10/10,20/10/13,3,4,"식도락 여행,ㅇ,아이,ㄹ,ㅇ",20/10/08,20/10/08,"n","n",0,0,0,"y",0,2
"14593","kr","4가족의 제주나들이",1,0,20/10/23,20/10/26,8,4,"친구,레저와 체험,.관광.,힐링",20/10/08,20/10/08,"n","n",0,0,0,"y",0,2
"14594","kr","여행",1,0,20/10/12,20/10/16,3,5,"아이,식도락 여행,힐링",20/10/09,20/10/09,"n","n",0,0,0,"y",0,2
"14599","kr","5.16도로",1,0,20/10/14,20/10/16,1,3,"커플,휴식과 치유 여행,신혼",20/10/09,20/10/09,"n","n",0,0,0,"n",0,2
"14600","kr","오니",2,0,20/10/10,20/10/13,3,4,"아이,식도락 여행,ㅇㅇ",20/10/09,20/10/09,"n","y",0,0,0,"y",0,4
"14603","kr","2박 3일 컴 컴 컴 커몬!",0,0,20/10/10,20/10/12,2,3,"커플,휴식과 치유 여행,휴식",20/10/09,20/10/09,"n","n",0,0,0,"y",0,
"8746","cn","入州旅游路",1,0,19/04/11,19/04/16,4,6,"一人,徒步,自然/拍照,活/休,一",19/04/08,19/04/08,"n","n",0,0,0,"y",0,2
"8751","kr","여보랑 여름휴가",2,0,19/08/07,19/08/10,2,4,"커플,휴식과 치유 여행,부부",19/04/08,19/07/28,"n","n",0,0,0,"y",0,4
"8766","kr","부모님과 3박4일 가족여행",2,0,19/05/11,19/05/14,4,4,"부모,효도,식도락 여행,문화유산",19/04/08,19/04/08,"n","n",0,0,0,"y",0,4
"8773","kr","가족여행",0,0,19/04/28,19/05/03,4,6,"휴식과 치유 여행,부모,아이",19/04/09,19/04/09,"n","n",0,0,0,"y",0,
"8776","kr","11",0,0,19/06/26,19/06/28,10,3,"부모,휴식과 치유 여행,제주",19/04/09,19/04/09,"n","n",0,0,0,"y",0,
"8821","kr","나홀로 제주",0,0,19/06/04,19/06/07,1,4,"휴식과 치유 여행,혼자,나혼자",19/04/14,19/04/14,"n","n",0,0,0,"y",0,
"8835","kr","니랑 2박3일",0,0,19/04/17,19/04/19,2,3,"친구,휴식과 치유 여행,식도락",19/04/15,19/04/15,"n","n",0,0,0,"y",0,
"8836","zh","6박7일 제주 홀로여행",0,0,19/05/20,19/05/26,1,7,"獨,休閑/體驗,힐링",19/04/15,19/04/15,"n","n",0,0,0,"y",0,
"8883","kr","돼지들의 1박2일",1,0,19/04/27,19/04/28,4,2,"커플,휴식과 치유 여행,걷기",19/04/19,19/04/19,"n","n",0,0,0,"y",0,2
"8924","kr","신혼",0,0,19/04/23,19/04/25,2,3,"커플,휴식과 치유 여행,신혼",19/04/22,19/04/22,"n","n",0,0,0,"y",0,
"8980","kr","초등학생 어린이 맞춤 여행",172,4,19/05/28,19/06/01,4,5,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",19/04/25,21/11/30,"n","y",0,0,4,"y",0,344
"9059","kr","한 템포 쉬어가는 여행",92,0,19/05/01,19/05/04,2,4,"부모,휴식과 치유 여행,숲,수목원",19/04/30,21/09/10,"n","y",0,0,0,"y",0,184
"9071","kr","동생과 함께 떠나는 3박4일 제주 여행",2,0,19/05/02,19/05/05,2,4,"휴식과 치유 여행,동생,자매",19/04/30,19/05/01,"n","n",0,0,0,"y",0,4
"9073","kr","부모님과 아기와 함께 하는 여행",212,4,19/05/01,19/05/03,5,3,"부모,휴식과 치유 여행,아이,드라이브,산책",19/04/30,21/09/10,"n","y",0,0,3,"y",0,424
"9086","kr","2019년 5월 가족여행",3,0,19/05/03,19/05/05,3,3,"아이,식도락 여행,자연,문화",19/05/02,19/05/02,"n","n",0,0,0,"y",0,6
"9110","kr","송림여행190614",3,0,19/06/14,19/06/16,5,3,"아이,레저와 체험,식도락여행",19/05/03,19/05/23,"n","n",0,0,0,"y",0,6
"9143","kr","메이와 3박 4일 제주여행",1,0,19/05/24,19/05/27,2,4,"친구,휴식과 치유 여행,여유",19/05/07,19/05/07,"n","n",0,0,0,"y",0,2
"9167","kr","제주 1905",1,0,19/05/11,19/05/13,1,3,"휴식과 치유 여행,부모,맛집,힐링",19/05/10,19/05/10,"n","n",0,0,0,"n",0,2
"9206","kr","5박6일 ",1,0,19/06/05,19/06/10,4,6,"아이,휴식과 치유 여행,힐링낭만",19/05/13,19/05/13,"n","n",0,0,0,"y",0,2
"9208","kr","모자의 제주도 여행",1,0,19/05/30,19/06/01,2,3,"부모,휴식과 치유 여행,식도락,렌트카",19/05/13,19/05/13,"n","n",0,0,0,"y",0,2
"9272","kr","1",2,0,19/05/20,19/05/23,2,4,"커플,휴식과 치유 여행,쇼핑",19/05/17,19/05/17,"n","n",0,0,0,"y",0,4
"9283","kr","조금 이른 여름휴가",3,0,19/06/01,19/06/04,3,4,"부모,휴식과 치유 여행,휴가",19/05/17,19/05/21,"n","n",0,0,0,"y",0,6
"9291","kr","동북지역 뚜벅이 여행",2,0,19/06/04,19/06/08,2,5,"커플,식도락 여행,경관/포토스팟",19/05/17,19/06/20,"n","y",0,0,0,"y",0,4
"9308","kr","초등학생 어린이 맞춤 여행",104,4,19/06/02,19/06/06,4,5,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",19/05/19,21/09/10,"n","y",0,0,0,"y",0,208
"9329","kr","가족여행",2,0,19/05/25,19/05/27,4,3,"휴식과 치유 여행,식도락,놀자,부모",19/05/20,19/05/23,"n","n",0,0,0,"y",0,4
"9330","kr","7월 제주여행",0,0,19/07/31,19/08/02,10,3,"친구,제주의 문화유산,전시관",19/05/20,19/05/20,"n","n",0,0,0,"y",0,
"9332","kr","가족여행",1,0,19/05/21,19/05/23,6,3,"부모,휴식과 치유 여행,ㅇㅇ",19/05/20,19/05/20,"n","n",0,0,0,"y",0,2
"9345","kr","2019학년도 회인초 수학여행",2,0,19/05/29,19/05/31,10,3,"친구,제주의 문화유산,수학여행",19/05/22,19/05/28,"n","n",0,0,0,"n",0,4
"9351","kr","앨리 2박4일꽉찬일정",2,0,19/06/02,19/06/04,1,3,"휴식과 치유 여행,혼자,신남",19/05/22,19/05/23,"n","n",0,0,0,"y",0,4
"9353","kr","2박 3일 제주 여행",3,0,19/05/28,19/05/30,4,3,"부모,휴식과 치유 여행,마음대로자유여행",19/05/22,21/08/14,"n","n",0,0,0,"y",0,6
"9361","kr","제주도 여행",2,0,19/05/27,19/05/29,3,3,"부모,레저와 체험,여행",19/05/23,19/05/23,"n","n",0,0,0,"y",0,4
"9389","kr","2박3일",0,0,19/06/08,19/06/10,3,3,"부모,제주의 문화유산,여행,제주도",19/05/24,19/05/24,"n","n",0,0,0,"n",0,
"9395","kr","가나다라",0,0,19/07/11,19/07/12,4,2,"친구,휴식과 치유 여행,휴식",19/05/25,19/05/25,"n","n",0,0,0,"y",0,
"9402","kr","가족여행",3,0,19/06/06,19/06/09,4,4,"아이,레저와 체험,음식",19/05/26,19/05/27,"n","n",0,0,0,"y",0,6
"9411","kr","난생처음",0,0,19/05/31,19/06/03,1,4,"휴식과 치유 여행,혼자,ㅎ",19/05/27,19/05/27,"n","n",0,0,0,"y",0,
"9414","kr","2019제주도",1,0,19/08/01,19/08/04,4,4,"아이,레저와 체험,힐링",19/05/27,19/05/27,"n","n",0,0,0,"y",0,2
"9417","kr","2박 3일 제주여행",0,0,19/06/22,19/06/24,4,3,"친구,휴식과 치유 여행,체함,뚜벅이",19/05/27,19/05/27,"n","n",0,0,0,"y",0,
"9423","kr","탕진잼들의 제주도",0,0,19/06/14,19/06/16,4,3,"친구,레저와 체험,프리다이빙",19/05/28,19/05/28,"n","n",0,0,0,"y",0,
"14628","kr","신혼여행",1,0,20/10/25,20/10/28,2,4,"커플,휴식과 치유 여행,신혼여행",20/10/11,20/10/11,"n","n",0,0,0,"y",0,2
"14629","kr","바다 보이는 맛집과 카페 골라가기",0,0,20/10/18,20/10/20,1,3,"식도락 여행,먹방투어,맛집,카페,혼자",20/10/11,20/10/11,"n","n",0,0,0,"y",0,
"14636","kr","3박4일제주도",2,0,20/10/13,20/10/16,5,4,"아이,휴식과 치유 여행,부모",20/10/12,20/10/12,"n","n",0,0,0,"y",0,4
"14639","kr","모글리와 민아가 함께하는 제주여행",1,0,20/11/20,20/11/23,3,4,"친구,천천히 걷기,버스여행",20/10/13,20/10/13,"n","n",0,0,0,"y",0,2
"14648","kr","4박5일 여행",0,0,20/11/22,20/11/26,2,5,"휴식과 치유 여행,커플,4박5일",20/10/13,20/10/13,"n","n",0,0,0,"y",0,
"14649","kr","Title",0,0,20/10/13,20/10/17,2,5,"휴식과 치유 여행,#휴식,친구",20/10/13,20/10/13,"n","y",0,0,0,"y",0,
"14650","kr","DD",0,0,20/10/12,20/10/19,4,8,"휴식과 치유 여행,친구,치유,휴식",20/10/13,20/10/13,"n","n",0,0,0,"y",0,
"14652","kr","혼자떠나는 제주여행",2,0,20/11/01,20/11/03,1,3,"혼자,휴식과 치유 여행,혼여,힐링,관광",20/10/13,20/10/14,"n","y",0,0,0,"y",0,4
"14654","kr","신혼여행",0,0,20/11/09,20/11/13,2,5,"커플,휴식과 치유 여행,허니문,휴양",20/10/14,20/10/14,"n","n",0,0,0,"y",0,
"14655","kr","2020.10.4박5일",0,0,20/10/17,20/10/21,2,5,"커플,휴식과 치유 여행,쇼핑,식도락",20/10/14,20/10/14,"n","n",0,0,0,"y",0,
"14657","kr","2박3일",1,0,21/05/22,21/05/24,4,3,"부모,식도락 여행,2박3일,가족여행",20/10/14,20/10/14,"n","n",0,0,0,"y",0,2
"14665","kr","20년 은퇴기념 가족여행",2,0,20/10/25,20/11/01,1,8,"부모,휴식과 치유 여행,가족여행",20/10/15,20/10/15,"n","n",0,0,0,"y",0,4
"14666","kr","2020년 가을 제주여행",1,0,20/10/16,20/10/17,2,2,"커플,휴식과 치유 여행,1박2일",20/10/15,20/10/15,"n","n",0,0,0,"y",0,2
"14670","kr","동북지역 뚜벅이 여행",0,0,20/11/10,20/11/14,2,5,"커플,식도락 여행,경관/포토스팟",20/10/15,20/10/15,"n","y",0,0,0,"n",0,
"14676","kr","가족여행",1,0,20/11/07,20/11/08,4,2,"아이,힐링,레저와 체험",20/10/17,20/10/18,"n","n",0,0,0,"n",0,2
"14677","kr","가족여행",4,0,20/11/07,20/11/08,4,2,"아이,휴식과 치유 여행,치유",20/10/17,20/11/03,"n","y",0,0,0,"n",0,8
"14680","kr","TV속 맛집 탐방!",0,0,20/11/10,20/11/17,2,8,"커플,식도락 여행,먹방투어,데이트,맛집투어",20/10/18,20/10/18,"n","n",0,0,0,"y",0,
"14687","kr","드라이브로 즐기는 올레길 명소!",0,0,20/10/21,20/10/27,2,7,"커플,휴식과 치유 여행,올레길여행",20/10/19,20/10/19,"n","y",0,0,0,"y",0,
"14688","kr","우리가족 힐링 여행",0,0,20/10/21,20/10/23,3,3,"부모,휴식과 치유 여행,나만,처음,제주도",20/10/19,20/10/19,"n","y",0,0,0,"y",0,
