"콘텐츠명","추천인ID","생성일"
"포도원흑돼지","USR_00000000001",16/06/09
"동문재래시장","USR_00000000001",16/06/09
"제주하나호텔","USR_00000000001",16/06/13
"휴마루리조트","USR_00000000001",16/06/13
"훼밀리민박","USR_00000000001",16/06/13
"핀크스 골프클럽","USR_00000000001",16/06/13
"한마음한라봉","USR_00000000001",16/06/13
"파시랑","USR_00000000001",16/06/13
"성읍마을","USR_00000000380",16/06/18
"벨리타","USR_00000000380",16/06/18
"제주 패러글라이딩 스쿨","USR_00000000407",16/06/19
"제주라프 짚라인","USR_00000000569",16/06/19
"안다미로","USR_00000000686",16/06/22
"성산일출봉(UNESCO 세계자연유산)","USR_00000000001",16/06/23
"협재해수욕장","USR_00000000051",16/06/06
"대관원","USR_00000001181",16/07/07
"닐모리동동","USR_00000001181",16/07/07
"라온골프클럽","USR_00000001181",16/07/07
"남문지못","USR_00000001012",16/07/07
"겐짱야","USR_00000001012",16/07/07
"성산일출봉(UNESCO 세계자연유산)","USR_00000001012",16/07/07
"금능해수욕장","USR_00000001012",16/07/07
"갤러리앤카페고팡","USR_00000001012",16/07/07
"우도(해양도립공원)","USR_00000001012",16/07/07
"피자란?","USR_00000001012",16/07/07
"거문오름(UNESCO 세계자연유산)","USR_00000000001",16/07/13
"송악산","USR_00000001511",16/07/15
"제주관광공사 시내면세점(외국인)","USR_00000001267",16/07/15
"제주관광공사 시내면세점(외국인)","USR_00000001527",16/07/15
"제주관광공사 중문면세점 (내국인)","USR_00000001527",16/07/15
"제주관광공사 중문면세점 (내국인)","USR_00000000789",16/07/15
"제주관광공사 시내면세점(외국인)","USR_00000000789",16/07/15
"제주관광공사 중문면세점 (내국인)","USR_00000000380",16/07/15
"가이아호텔","USR_00000001546",16/07/15
"성읍마을","USR_00000001166",16/07/20
"동문재래시장","USR_00000001991",16/08/05
"환상숲 곶자왈공원","USR_00000009622",17/01/06
"파니야그릴","USR_00000011101",17/02/20
"마방목지","USR_00000010641",17/03/01
"2017년 3월 추천 10선 <놓치면 후회할 꽃삼월의 제주>","USR_00000011460",17/03/02
"2017년 3월 추천 10선 <놓치면 후회할 꽃삼월의 제주>","USR_00000003657",17/03/08
"늘 자기 자리에 든든히 서있는 친구같은 <내 마음의 등대>","USR_00000003657",17/03/08
"자연에서 힐링 <매혹적인 동백꽃 성지>","USR_00000003657",17/03/08
"꽃길만 걸어요 <제주 봄꽃 여행>","USR_00000003657",17/03/08
"봄날카페","USR_00000011813",17/03/20
"협재해수욕장","USR_00000011816",17/03/20
"다노이커플펜션","USR_00000011830",17/03/21
"테디베어뮤지엄제주","USR_00000001164",16/07/08
"제주관광공사 시내면세점(외국인)","USR_00000001172",16/07/15
"제주관광공사 중문면세점 (내국인)","USR_00000000396",16/07/15
"제주관광공사 중문면세점 (내국인)","USR_00000001523",16/07/15
"제주관광공사 중문면세점 (내국인)","USR_00000001267",16/07/15
"제주관광공사 시내면세점(외국인)","USR_00000001343",16/07/15
"제주관광공사 시내면세점(외국인)","USR_00000000598",16/07/15
"제주관광공사 중문면세점 (내국인)","USR_00000001257",16/07/15
"제주관광공사 시내면세점(외국인)","USR_00000001525",16/07/15
"퍼시픽 리솜 요트투어 샹그릴라","USR_00000006218",16/11/26
"섭지코지","USR_00000002317",16/12/12
"봄날카페","USR_00000002317",16/12/15
"우도(해양도립공원)","USR_00000001257",16/12/24
"산방산 용머리해안 지질트레일","USR_00000002317",16/12/26
"제주뮤직페스티벌","USR_00000008987",16/12/28
"제주에 남은 상처 <제주에 남은 일제의 흔적>","USR_00000009168",17/01/01
"봄날카페","USR_00000009601",17/01/06
"하바나블루스","USR_00000009643",17/01/07
"제주김녕미로공원","USR_00000009727",17/01/09
"에코랜드 테마파크","USR_00000010881",17/02/16
"올래국수","USR_00000010942",17/02/17
"한라산국립공원","USR_00000011283",17/02/24
"우도(해양도립공원)","USR_00000011182",17/03/07
"봄날카페","USR_00000011564",17/03/09
"세화해녀민속오일시장","USR_00000011685",17/03/14
"제주절물자연휴양림","USR_00000011703",17/03/15
"쇠소깍","USR_00000011768",17/03/18
"맛나식당","USR_00000011913",17/03/24
"드라마월드","USR_00000011456",17/03/24
"내가 먼저 꼭 가보고 싶은 <제주 카페 투어 10>","USR_00000011960",17/03/27
"지금 제주는 딸기딸기해 <제주도 딸기디저트 탐험>","USR_00000011960",17/03/27
"내가 먼저 꼭 가보고 싶은 <제주 카페 투어 10>","USR_00000011967",17/03/27
"리브라이프스테이","USR_00000011975",17/03/28
"제주관광공사 시내면세점(외국인)","USR_00000012216",17/04/07
"제주관광공사 중문면세점 (내국인)","USR_00000012216",17/04/07
"성산일출봉(UNESCO 세계자연유산)","USR_00000012295",17/04/12
"한림공원","USR_00000012312",17/04/12
"한림공원","USR_00000012313",17/04/12
"너를만나행복해","USR_00000012381",17/04/17
"사려니숲길","USR_00000012415",17/04/18
"비안","USR_00000012438",17/04/19
"미소게스트하우스","USR_00000012461",17/04/20
"5.16도로숲터널","USR_00000012514",17/04/22
"제주bp게스트하우스 JEJU BP GUESTHOUSE","USR_00000012585",17/04/25
"마라도(마라해양도립공원)","USR_00000012606",17/04/25
"고집돌우럭(제주공항점)","USR_00000012630",17/04/26
"용두암","USR_00000012821",17/04/30
"드라마월드","USR_00000012910",17/04/30
"만덕식당","USR_00000012572",17/05/01
"서광춘희","USR_00000012667",17/05/02
"김만덕 객주 호쏠장","USR_00000012956",17/05/02
"아침미소목장","USR_00000012964",17/05/02
"고집돌우럭(제주공항점)","USR_00000013021",17/05/04
"고불락","USR_00000012819",17/05/04
"외돌개나라","USR_00000013092",17/05/06
"김녕요트투어","USR_00000001279",16/07/12
"가이아호텔","USR_00000001325",16/07/12
"다이아몬드 호텔","USR_00000001325",16/07/12
"노블레스호텔","USR_00000001325",16/07/12
"라마다 앙코르 서귀포 이스트 호텔","USR_00000001325",16/07/12
"지소울","USR_00000002317",16/12/25
"고근산(고공산)","USR_00000008978",16/12/27
"성산일출봉(UNESCO 세계자연유산)","USR_00000001258",16/12/29
"언제나 아름다운 제주?<1월에 더 반짝이는 제주>","USR_00000002703",17/01/03
"카멜리아힐","USR_00000009273",17/01/03
"오션스위츠호텔 제주","USR_00000009647",17/01/07
"삼성혈","USR_00000009647",17/01/07
"이호테우해수욕장_old","USR_00000009647",17/01/07
"비자림","USR_00000009647",17/01/07
"보물섬하이킹","USR_00000009616",17/01/07
"감귤박물관","USR_00000010047",17/01/15
"춤추는오병장의돼지꿈","USR_00000010226",17/01/19
"플레이케이팝","USR_00000010566",17/02/05
"제이드림호텔(jdream hotel)","USR_00000010650",17/02/14
"사라오름","USR_00000010902",17/02/16
"약천사","USR_00000012667",17/04/29
"동문재래시장","USR_00000013346",17/05/16
"제주민속오일시장","USR_00000013346",17/05/16
"제주썬호텔&카지노","USR_00000013365",17/05/17
"5월에 놓치지 말아야 할 <오감으로 느끼는 제주의 10가지 컬러>","USR_00000010559",17/05/18
"카멜리아힐","USR_00000013433",17/05/21
"상효원","USR_00000013443",17/05/21
"5월에 놓치지 말아야 할 <오감으로 느끼는 제주의 10가지 컬러>","USR_00000013468",17/05/22
"2017년 6월에 놓치지 말아야 할 관광 10선 <이색적인 모험, 디스커버 제주 10>","USR_00000010608",17/05/22
"제주도푸른바다","USR_00000013519",17/05/23
"제주를 닮은 간식 먹어봤수꽈 <제주의 통통 튀는 간식들>","USR_00000013563",17/05/23
"숨은 매력 가득한 바다 마을 <김녕, 돈(豚)의 맛>","USR_00000013563",17/05/23
"소원 비는 중산간 마을 <신(神)들의 고향, 송당리>","USR_00000013563",17/05/23
"어머, 이런 음식 처음이야 <제주 이색 푸드트립>","USR_00000013563",17/05/23
"제주에서 핫한 이색 빵집 <제주 빵투어 8>","USR_00000013563",17/05/23
"퍼즐을 끼어 맞추듯 신나는 <문화 체험 여행>","USR_00000013563",17/05/23
"화북비석거리","USR_00000000031",16/06/04
"플레이케이팝","USR_00000000031",16/06/04
"흑돼지구이집 하영","USR_00000000042",16/06/08
"제주중앙지하상가","USR_00000000001",16/06/13
"제주하늘을날다(패러글라이딩)","USR_00000000001",16/06/13
"지소울","USR_00000000381",16/06/13
"대명리조트 제주","USR_00000001012",16/07/07
"녹산로유채꽃길","USR_00000023777",17/11/28
"수목원테마파크","USR_00000026528",18/02/17
"정방폭포","USR_00000026603",18/02/20
"18,000 신들의 어머니, 금백조 신화가 있는 <송당마을 여행기>","USR_00000026764",18/02/27
"소원 비는 중산간 마을 <신(神)들의 고향, 송당리>","USR_00000026764",18/02/27
"숫모르편백나무숲길","USR_00000026822",18/03/01
"애월해안도로","USR_00000026766",18/03/03
"천지연폭포","USR_00000026936",18/03/07
"제주관광공사 중문면세점 (내국인)","USR_00000026918",18/03/09
"한옥휴양타운펜션","USR_00000027027",18/03/12
"사봉낙조를 기다리며 <도심 속 오름 사라봉 걷기>","USR_00000027046",18/03/13
"제주왕벚꽃축제","USR_00000027096",18/03/16
"동문재래시장","USR_00000027134",18/03/17
"2018년 3월에 놓치지 말아야 할 관광 10선 <봄 향기 너울거리는 제주>","USR_00000027214",18/03/21
"제주올레냉면 제주노형점","USR_00000027229",18/03/21
"제주4.3평화공원","USR_00000027295",18/03/24
"제주 삼양동 유적","USR_00000027323",18/03/25
"숲속의 카페 <중산간 카페여행>","USR_00000027379",18/03/28
"대평포구","USR_00000027265",18/03/29
"카페리(CAFERI)","USR_00000024461",17/11/22
"더파크뷰(신라호텔)","USR_00000024468",17/11/22
"거문오름(UNESCO 세계자연유산)","USR_00000024494",17/11/22
"웃세오름(누운오름)","USR_00000023777",17/11/22
"제주절물자연휴양림","USR_00000024505",17/11/22
"이호테우해수욕장_old","USR_00000024683",17/11/28
"협재해수욕장","USR_00000024817",17/12/01
"애월해안도로","USR_00000024817",17/12/01
"애월한담해안산책로","USR_00000024817",17/12/01
"소인국테마파크","USR_00000024817",17/12/01
"생돈우리","USR_00000024837",17/12/02
"비자림","USR_00000024855",17/12/02
"서귀포치유의숲","USR_00000025916",18/01/10
"사려니숲길","USR_00000026091",18/01/17
"한라산영실코스","USR_00000026240",18/01/31
"휴애리 자연생활공원","USR_00000026758",18/02/26
"할머니의 따뜻한 품 같은 <제주 돌집 숙소>","USR_00000026764",18/02/27
"카멜리아힐","USR_00000026842",18/03/02
"거문오름(UNESCO 세계자연유산)","USR_00000027126",18/03/16
"제주의 아픔을 기억하다 <소설 '순이삼촌'을 따라가는 4.3 길>","USR_00000027245",18/03/22
"갓포하루","USR_00000027365",18/03/27
"섬소나이","USR_00000027390",18/03/28
"남원큰엉해변","USR_00000027265",18/03/29
"제주4.3평화공원","USR_00000027502",18/03/31
"섬소나이","USR_00000027510",18/03/31
"섬소나이","USR_00000027509",18/03/31
"이호테우말등대","USR_00000027514",18/03/31
"동문재래시장","USR_00000027514",18/03/31
"한라산국립공원","USR_00000027514",18/03/31
"에코랜드 테마파크","USR_00000027514",18/03/31
"해비치호텔앤드리조트","USR_00000027514",18/03/31
"서연의집(영화 건축학개론)","USR_00000027514",18/03/31
"서귀포매일올레시장","USR_00000027514",18/03/31
"모닥식탁(카페이전으로 비공개처리)","USR_00000024636",17/11/26
"비자림로(드라이브코스)","USR_00000024502",17/11/28
"제주올레 21코스","USR_00000024502",17/11/28
"비자림","USR_00000024502",17/11/28
"제주김녕미로공원","USR_00000024502",17/11/28
"어진이네횟집","USR_00000024799",17/11/30
"천지연폭포","USR_00000022360",17/12/02
"순옥이네 명가","USR_00000024442",17/12/03
"제주김녕미로공원","USR_00000008957",17/12/04
"카멜리아힐","USR_00000024927",17/12/05
"정방폭포","USR_00000003832",17/12/05
"제주해물밥","USR_00000025604",17/12/25
"쥬빌리펜션","USR_00000025822",18/01/05
"쇠소깍","USR_00000025825",18/01/05
"사라오름","USR_00000025827",18/01/06
"피규어뮤지엄 제주","USR_00000025826",18/01/06
"마노르블랑","USR_00000006534",18/01/06
"서귀포치유의숲","USR_00000025836",18/01/06
"산방식당(모슬포본점)","USR_00000025841",18/01/08
"새별오름","USR_00000025895",18/01/09
"제주동백수목원","USR_00000016624",18/01/13
"대장금촬영지(제주민속촌)","USR_00000019809",18/02/08
"제주러브랜드","USR_00000026495",18/02/13
"성산일출봉과 우도를 한껏 품은 마을 <종달마을 여행기>","USR_00000002477",18/02/21
"제주해양동물박물관","USR_00000026630",18/02/21
"(중특) 한국 TV에서 뜬 먹방 스팟 투어(중국)","USR_00000026653",18/02/22
"꽃길만 걸어요 <제주 봄꽃 여행>","USR_00000026740",18/02/26
"제주하늘푸른바다펜션","USR_00000026993",18/03/09
"18,000 신들의 어머니, 금백조 신화가 있는 <송당마을 여행기>","USR_00000027035",18/03/12
"성산일출봉과 우도를 한껏 품은 마을 <종달마을 여행기>","USR_00000027035",18/03/12
"삼춘PD가 추천하는 우리마을 명소 <제주 구좌읍 구석구석 마을여행>","USR_00000027035",18/03/12
"넥슨컴퓨터박물관","USR_00000027117",18/03/16
"2018년 4월 놓치지 말아야 할 관광 10선 <나에게 선물하는 휴식, 케렌시아 제주>","USR_00000027410",18/03/28
"성산일출봉(UNESCO 세계자연유산)","USR_00000027514",18/03/31
"제주김만복(만복이네김밥집)","USR_00000027514",18/03/31
"섬소나이","USR_00000027515",18/03/31
"섬소나이","USR_00000027517",18/03/31
"제주4.3평화공원","USR_00000027521",18/04/01
"다채로운 빛깔을 지닌 섬 속의 섬 <우도 여행>","USR_00000027536",18/04/01
"지금 핫한 이곳 <동문재래시장 야시장을 즐기는 다섯 가지 방법>","USR_00000002703",18/04/02
"제주4.3평화공원","USR_00000027578",18/04/02
"다랑쉬오름(월랑봉)","USR_00000027578",18/04/02
"제주 이호털보 배낚시","USR_00000027583",18/04/02
"이호털보네배낚시","USR_00000027583",18/04/02
"지소울","USR_00000027586",18/04/02
"제주4.3평화공원","USR_00000027587",18/04/02
"빌레못동굴","USR_00000001523",18/04/02
"제주4.3평화공원","USR_00000027599",18/04/02
"다랑쉬오름(월랑봉)","USR_00000007358",18/04/02
"너븐숭이 4.3기념관","USR_00000007358",18/04/02
"관덕정","USR_00000007358",18/04/02
"알뜨르비행장","USR_00000007358",18/04/02
"더럭초등학교(구, 더럭분교)","USR_00000027605",18/04/02
"흑돈가","USR_00000022954",17/11/20
"혼자라도 괜찮아, 분위기 좋은 제주 혼술, 혼밥","USR_00000007358",17/11/21
"금능해수욕장","USR_00000024454",17/11/28
"우도(해양도립공원)","USR_00000024691",17/11/28
"맥반석 식당","USR_00000024502",17/11/28
"치치퐁","USR_00000005941",17/11/28
"김희선몸국","USR_00000024698",17/11/28
"서연의집(영화 건축학개론)","USR_00000024729",17/11/29
"카페백퍼","USR_00000024756",17/11/29
"국수마당","USR_00000024777",17/11/30
"만장굴","USR_00000024777",17/11/30
