,AREA_NM,주소,태그,주요목적,주요목적기타,co2,lg_cat,md_cat
903,정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14,"#문화유적지 #청년 #중/장년
#노년 #휴식/치유 #휴식/힐링 #경관/포토 #친구 #아이 #부모 #역사유적 #포토스팟 #어린이 #어트랙션",,,0.6154039028999999,테마파크/테마관광지,유적지
908,일출랜드 아트센터,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,"#휴식/힐링 #테마공원 #휴식/치유
#자연경관 #체험 #어트랙션",,,0.1276678368181818,자연,
909,제주 이호털보 배낚시,제주특별자치도 제주시 테우해안로 146,"#낚시 #액티비티 #친구
#커플 #체험 #레저/체험 #수상레저 #어트랙션",,,1.1012834447647055,레저/체험,해양레저
910,제주 카카오캠핑,제주특별자치도 제주시 일주서로 7867,"#야영장 #캠핑장 #액티비티
#친구 #여름 #체험 #레저/체험 #캠핑 #언택트 #어트랙션",,,1.4474743666666663,레저/체험,캠핑
912,제주고산리유적,제주특별자치도 제주시 한경면 노을해안로 1100,"#고산리 #신석기시대 #유적
#토기 #자연경관 #문화관광 #체험 #역사유적 #어트랙션","체험,공연/전시","교육, 행사",0.7877512440909092,테마파크/테마관광지,유적지
914,제주국제공항(정뜨르비행장),제주특별자치도 제주시 공항로 2,"#문화유적지 #4.3 #문화관광
#제주4.3 #역사유적 #어트랙션",,,1.0705070975864834,테마파크/테마관광지,유적지
915,제주국제예술센터,제주특별자치도 서귀포시 대정읍 서삼중로 117,"#예술 #실내 #미술/박물관
#흐림 #사계절 #실내관광지 #어트랙션",,,1.4025235895454549,공연/전시,
917,제주글램핑 (무한자미향),제주특별자치도 제주시 구좌읍 중산간동로 1921,"#야영장 #캠핑장 #액티비티
#친구 #커플 #맑음 #체험 #레저/체험 #캠핑 #언택트 #어트랙션",,,0.0,레저/체험,캠핑
918,제주기독교순례길,제주특별자치도 제주시 애월읍 금성하안길 3,"#걷기/등산 #흐림 #봄
#가을 #문화관광 #도보여행 #도보 #어트랙션",,,0.7576992863636364,자연,산
919,제주농업학교 옛터,제주특별자치도 제주시 전농로 100,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,1.0705070975864834,테마파크/테마관광지,유적지
921,제주다이브 체험다이빙,제주특별자치도 서귀포시 월드컵로 84,"#커플 #혼자 #친구
#액티비티 #다이빙체험 #스쿠버교육 #체험 #레저/체험 #수상레저 #어트랙션",,,2.4988223937000003,레저/체험,해양레저
923,제주도공방노꼬메,제주특별자치도 제주시 동문로21길 19-2,"#공방 #구제주 #체험프로그램
#체험 #쇼핑 #상점/상가 #어트랙션",,,0.4137972300999999,레저/체험,공방
926,제주문예회관,제주특별자치도 제주시 동광로 69,"#실내 #미술/박물관 #비.눈
#사계절 #문화관광 #어트랙션",,,11.9872977839,공연/전시,
927,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",등산,산책로. 올레코스. 오름,7.606409026090909,자연,산
928,제주다이브 체험다이빙,제주특별자치도 서귀포시 월드컵로 84,"#커플 #혼자 #친구
#액티비티 #다이빙체험 #스쿠버교육 #체험 #레저/체험 #수상레저 #어트랙션",,,2.4988223937000003,레저/체험,해양레저
930,제주도공방노꼬메,제주특별자치도 제주시 동문로21길 19-2,"#공방 #구제주 #체험프로그램
#체험 #쇼핑 #상점/상가 #어트랙션",,,0.4137972300999999,레저/체험,공방
933,제주문예회관,제주특별자치도 제주시 동광로 69,"#실내 #미술/박물관 #비.눈
#사계절 #문화관광 #어트랙션",,,11.9872977839,공연/전시,
934,제주미래교육연구원 과학탐구체험장,제주특별자치도 제주시 산록북로 421,"#아이 #부모 #어린이
#어트랙션",,,16.114343096562134,레저/체험,
937,제주불교성지 순례길 절로 가는길 - 보시의 길,제주특별자치도 제주시 애월읍 수산곰솔길 56,"#걷기/등산 #봄 #가을
#문화관광 #도보여행 #도보 #어트랙션",,,1.74871875025,자연,산
938,제주불교성지 순례길 절로 가는길 - 인욕의 길,제주특별자치도 제주시 산록북로 660,"#걷기/등산 #맑음 #문화관광
#도보여행 #도보 #어트랙션",,,12.081734682909094,자연,산
940,제주불교성지 순례길 절로 가는길 - 지계의 길,제주특별자치도 제주시 서연길 10,"#걷기/등산 #흐림 #문화관광
#도보여행 #도보 #어트랙션",,,1.6304310239000004,자연,산
945,제주신화전설탐방로,제주특별자치도 서귀포시 안덕면 녹차분재로 218,"#부모 #혼자 #커플
#친구 #아이 #제주신화 #신화탐방로 #신나락만나락 #자연경관 #체험 #어린이 #어트랙션",,,3.411126292990945,자연,
946,제주아리랑 NEW 혼,제주특별자치도 서귀포시 표선면 번영로 2564-21,"#공연 #태권도 #실내관광지
#체험 #문화관광 #어트랙션",공연/전시,,5.0894028665,공연/전시,
947,제주아트센터,제주특별자치도 제주시 오남로 231,"#공연장 #제주시 #대극장
#공연 #뮤지컬 #연극 #실내관광지 #문화관광 #어트랙션",공연/전시,,7.789535726705882,공연/전시,
952,제주오렌지,제주특별자치도 서귀포시 남원읍 서성로 684-5,"#체험관광 #아이 #실내관광지
#체험 #어린이 #어트랙션",,,16.114343096562134,레저/체험,
953,제주오름승마랜드,제주특별자치도 제주시 조천읍 번영로 1734-15,"#승마 #액티비티 #커플
#맑음 #오름 #체험 #도보여행 #도보 #레저/체험 #어트랙션",,,0.7671090671818181,레저/체험,승마
956,제주인디,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,"#자연염색 #천연염색 #체험관광
#체험 #어트랙션",,,0.1276678368181818,레저/체험,
958,제주중앙성당,제주특별자치도 제주시 관덕로8길 14,"#휴식/힐링 #체험관광 #문화유적지
#사계절 #휴식/치유 #문화관광 #역사유적 #어트랙션",,,3.6873879133,테마파크/테마관광지,유적지
959,제주쥬티클럽,제주특별자치도 서귀포시 성산읍 신양로 113,"#커플 #친구 #액티비티
#해변 #체험 #레저/체험 #수상레저 #어트랙션",,,0.3112433351818182,자연,바다
961,제주친구,제주특별자치도 서귀포시 동홍로 149,"#커플 #친구 #체험관광
#체험 #어트랙션",체험,,0.2134960583,레저/체험,
967,제주평화박물관(전쟁평화박물관)[휴관중],제주특별자치도 제주시 한경면 청수서5길 63,"#실내 #미술/박물관 #아이
#비.눈 #가을 #실내관광지 #문화관광 #박물관 #어트랙션",공연/전시,,0.568778863,공연/전시,
970,제주해양레저,제주특별자치도 서귀포시 중문관광로 192,"#해수욕장 #액티비티 #맑음
#체험 #레저/체험 #해변 #물놀이 #수상레저 #어트랙션",,,0.0261100224,자연,바다
973,제주힐링명상센터,제주특별자치도 제주시 애월읍 어음13길 196,"#웰니스 #힐링 #명상
#테마공원 #부모 #가족",,,5.730980371272727,테마파크/테마관광지,유적지외
977,조은승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,"#승마 #액티비티 #커플
#가을 #체험 #레저/체험 #어트랙션",,,0.5105018016363636,레저/체험,승마
982,조천중학원 옛터,제주특별자치도 제주시 조천읍 신북로 264,"#문화유적지 #4.3 #문화관광
#제주4.3 #역사유적 #어트랙션",,,1.4193509902727273,테마파크/테마관광지,유적지
990,중문리 신사터,제주특별자치도 서귀포시 천제연로 149,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,2.3756856631,테마파크/테마관광지,유적지
991,중문미로파크,제주특별자치도 서귀포시 일주서로 1225-5,"#테마공원 #아이 #가을
#체험 #어린이 #어트랙션",,,0.00256437725,레저/체험,
992,중문색달해변(해산물),제주특별자치도 서귀포시 중문관광로72번길 114,"#부모 #커플 #혼자
#친구 #아이 #경관/포토 #휴식/힐링 #사계절 #청년 #중/장년 #휴식/치유 #자연경관 #포토스팟 #어린이",,,1.6391605130657607,자연,바다
994,중문카라반,제주특별자치도 서귀포시 이어도로 81,"#야영장 #캠핑장 #액티비티
#맑음 #체험 #레저/체험 #캠핑 #언택트 #어트랙션",,,2.0767259066,레저/체험,캠핑
995,중문컨트리클럽,제주특별자치도 서귀포시 중문관광로72번길 60,"#골프 #액티비티 #체험
#레저/체험 #어트랙션",,,28.204512448000003,레저/체험,골프
1000,질그랭이센터,제주특별자치도 제주시 구좌읍 세평항로 46-9,"#겨울 #체험 #마을관광
#어트랙션",,,0.5312287511818181,테마파크/테마관광지,유적지외
1001,창고천생태공원,제주특별자치도 서귀포시 안덕면 일주서로 1524,"#계곡 #걷기/등산 #흐림
#봄 #자연경관 #물놀이",,,0.913554079181818,자연,바다
1002,천제연폭포 & 제주4.3중문면희생자위령비,제주특별자치도 서귀포시 천제연로 132,"#4.3 #문화유적지 #친구
#커플 #흐림 #문화관광 #제주4.3 #역사유적 #어트랙션",,,3.0365489801,테마파크/테마관광지,유적지
1003,천주교 순례길 - 김기량길,제주특별자치도 제주시 조천읍 조천2길 19,"#걷기/등산 #흐림 #봄
#가을 #문화관광 #도보여행 #도보 #어트랙션",,,1.1592256536363637,자연,산
1005,천주교 순례길 - 신축화해길,제주특별자치도 제주시 관덕로8길 14,"#걷기/등산 #봄 #가을
#문화관광 #도보여행 #도보 #어트랙션",,,3.6873879133,자연,산
1006,천주교 순례길 - 하논성당길,제주특별자치도 서귀포시 태평로 398,"#걷기 #봄 #가을
#문화관광 #도보여행 #도보 #어트랙션",,,4.101265677545455,자연,
1007,천주교길 정난주길(고통의길),제주특별자치도 서귀포시 대정읍 추사로247번길 102,"#걷기/등산 #흐림 #봄
#가을 #문화관광 #도보여행 #도보 #어트랙션",,,0.0661227839090909,자연,산
1008,청수성결교회,제주특별자치도 제주시 한경면 대한로 1067,"#휴식/힐링 #교회 #실내관광지
#문화관광 #어트랙션",,,0.5372900063636363,공연/전시,
1009,지그리오름,제주특별자치도 제주시 추자면 대서3길 10,"#문화유적지 #흐림 #가을
#자연경관 #문화관광 #역사유적 #어트랙션",,,1.6556551703636366,테마파크/테마관광지,유적지
1011,추억애거리,제주특별자치도 제주시 도공로 3-3,#포토스팟 #걷기/휴식,,,3.976352956909091,테마파크/테마관광지,유적지외
1013,칠머리길,제주특별자치도 제주시 칠머리길 1,"#휴식/힐링 #걷기/등산 #자연경관
#체험 #도보여행 #도보 #어트랙션",,,0.998242106375,자연,산
1014,카페물결,제주특별자치도 제주시 사라봉동길 108-1,"#경관/포토 #휴식/힐링 #사계절
#휴식/치유 #전시와행사 #카페 #음식 #포토스팟 #아메리카노 #레몬에이드 #식당 #에스프레소 #카페라떼 #주스 #과일주스",,,1.212297665,공연/전시,
1015,캐니언파크,제주특별자치도 제주시 삼무로 51,"#커플 #친구 #아이
#실내관광지 #체험 #어린이 #테마공원 #어트랙션",,,6.376020844899999,레저/체험,
1016,캐릭파크,제주특별자치도 제주시 조천읍 선교로 266,"#실내 #테마공원 #아이
#비.눈 #흐림 #사계절 #실내관광지 #어린이 #어트랙션",,,1.204369187904762,테마파크/테마관광지,유적지외
1017,캔디원,제주특별자치도 제주시 조천읍 선교로 384,"#체험 #아이 #수제캔디
#실내관광지 #어린이 #어트랙션",,,0.089096213,레저/체험,
1018,케이제주해양사업단,제주특별자치도 서귀포시 대정읍 최남단해안로 116,"#친구 #액티비티 #실내관광지
#체험 #레저/체험 #수상레저 #어트랙션",,,9.3012292296,레저/체험,해양레저
1019,성산일출봉(UNESCO 세계자연유산),제주특별자치도 제주시 오남로 90,"#체험관광 #실내 #원데이클래스
#체험 #어트랙션",,,2.414753208,레저/체험,
1020,케이제주해양사업단,제주특별자치도 서귀포시 대정읍 최남단해안로 116,"#친구 #액티비티 #실내관광지
#체험 #레저/체험 #수상레저 #어트랙션",,,9.3012292296,레저/체험,해양레저
1024,토이파크,제주특별자치도 서귀포시 안덕면 동광로 267-7,"#실내 #테마공원 #아이
#비.눈 #사계절 #실내관광지 #어린이 #어트랙션 #안전여행스탬프",공연/전시,,1.881998546272728,테마파크/테마관광지,유적지외
1026,통일관,제주특별자치도 제주시 신산로9길 4,"#통일 #역사 #실내관광지
#역사유적 #어트랙션",,,0.2782640668125,테마파크/테마관광지,유적지
1027,팀케이,제주특별자치도 제주시 조천읍 북촌13길 23,"#체험관광 #해변 #액티비티
#체험 #레저/체험 #어트랙션",체험,전동킥보드대여,0.4604858495454545,자연,바다
1028,파군봉(바굼지오름),제주특별자치도 제주시 애월읍 상귀서길 95,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,0.0471379153999999,자연,산
1029,파파빌레,제주특별자치도 제주시 조천읍 남조로 2185,"#웰니스 #자연 #숲
#치유 #현무암 #부모 #자연경관 #체험 #어트랙션 #안전여행스탬프",,,1.1435002992727272,자연,
1030,평대리불턱,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3,#문화유적지 #역사유적 #어트랙션,,,1.8655526232727275,테마파크/테마관광지,유적지
1033,포레스트 사파리,제주특별자치도 제주시 조천읍 선교로 474-1,"#아이 #테마파크 #동물
#체험 #어린이 #어트랙션 #어린이동물농장",,,2.4100016925000007,레저/체험,
1037,풋감마을 소길리 농어촌체험마을,제주특별자치도 제주시 애월읍 소길1길 15,"#체험관광 #친구 #커플
#흐림 #사계절 #체험 #도보여행 #도보 #마을산책 #마을관광 #어트랙션",,,0.0849974477999999,테마파크/테마관광지,유적지외
1039,하늘여행 행글라이더체험장,제주특별자치도 서귀포시 안덕면 중산간서로 1877,"#커플 #친구 #아이
#액티비티 #체험 #레저/체험 #어린이 #어트랙션",,,0.1020311293333333,레저/체험,
