이름,지역,태그,주소,좋아요,찜하기,리뷰,방문했어요,조회,SNS공유,소개,상세정보,이용시간,편의시설,기타상세,상세텍스트,tag_lst,회,흑돼지,초밥,돈카츠,고기국수,생선,이탈리안,햄버거,한식,뚝배기,칼국수,오메기,라면,카페,술,기타,cat_num,cluster_num,co2
월정리에서브런치,제주시 > 구좌,"#돔베고기샌드위치 #당감사 #카페
#브런치 #음식 #샌드위치 #햄버거",제주특별자치도 제주시 구좌읍 월정3길 53-4,0,17,9,0,"4,279",1,월정리에서 브런치는 월정리 해변가에 위치한 브런치 카페이다.,주문마감 17:50 / 재료소진시 마감,"평일 : 09:00 ~ 16:30 , 주말 : 09:00 ~ 16:30","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

제주 향토음식인 돔베 고기와 브런치를 퓨전한 돔베고기 샌드위치와 당근, 감귤, 사과를 섞은 당감사 음료로 맛은 물론 건강까지 챙길 수 있다. 또한 야외에 설치된 파라솔 아래에서 에메랄드빛의 월정 해변을 시원하게 즐길 수 있다.

 ","['돔베고기샌드위치', '당감사', '카페', '브런치', '음식', '샌드위치', '햄버거']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,1.5
톰톰카레,제주시 > 구좌,"#카레 #야채카레 #콩카레
#반반카레 #음식",제주특별자치도 제주시 구좌읍 해맞이해안로 1112,1,52,9,0,"7,195",1,반반카레가 이색적인 구좌읍 평대리의 카레 맛집,"월요일 휴무, 브레이크 타임 15:00~17:00","평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00","현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨

제주도는 화려하다기 보다 수수한 매력이 있다.
톰톰카레의 메뉴는 야채카레, 콩카레, 반반카레로 단출하여 소탈한 제주 문화를 닮았는데,
요리에는 정성스러움이 묻어나와 손님들의 발길이 끊이지 않는다.

제주 가옥을 그대로 보존한 돌집 안에서 식사를 할 수 있기에 힐링까지 할 수 있으며
식재료는 구좌 평대읍에서 구한다니 진정한 평대리의 맛집이라고 할 수 있다.

 ","['카레', '야채카레', '콩카레', '반반카레', '음식']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.69
해월정,제주시 > 구좌,"#보말칼국수 #성게물회 #보말죽
#향토음식 #음식 #문어숙회 #해산물 #물회 #전복물회 #칼국수",제주특별자치도 제주시 구좌읍 해맞이해안로 2340,1,106,9,0,"13,571",5,종달리 바다내음과 고소한 보말의 완벽한 조화를 맛보다,연중무휴 / 주문마감 18:30,"평일 : 08:30 ~ 19:00 , 주말 : 08:30 ~ 19:00","현금결제,카드결제,화장실,음료대",,"상세정보
확장됨

오래되고 아담한 가게인 해월정의 메뉴판은 간단하다. 한치, 보말칼국수, 성게물회와 보말죽 이 세가지만 가능한 메뉴이다. 
그 외에 칼국수를 먹고 난 후 먹을 수 있는 독특한 죽 볶음이 있다. 

보말죽과 보말칼국수는 인원수에 맞춰 시켜야 하고, 칼국수와 죽 볶음은 2인분 이상만 주문이 가능하다. 
보말죽은 대기하는 사람이 많아 여유 있게 기다리지 못할 상황이라면 포장 구매도 할 수 있다. 성산일출봉에서 차로 15분 거리에 위치해 있다.

 ","['보말칼국수', '성게물회', '보말죽', '향토음식', '음식', '문어숙회', '해산물', '물회', '전복물회', '칼국수']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.2249999999999999
닐모리동동,제주시 > 제주시내,"#오징어튀김먹물파스타 #한라산빙수 #우도땅콩팬케이크
#지름떡팬케이크 #향토음식 #음식 #브런치 #스테이크 #케이크",제주특별자치도 제주시 서해안로 452,4,51,8,0,"7,882",2,넥슨에서 운영하는 문화카페,"설날, 추석 당일 휴무 / 주문마감시간 본문참고","평일 : 11:00 ~ 23:00 , 주말 : 11:00 ~ 23:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",착한가격 업소,"상세정보
확장됨

닐모리동동은 닐모리(내일 모레)와 동동(기다리는 모습)이 결합되어 무언가를 간절하게 기다리는 마음을 의미하는 제주 사투리이다. 아름다운 제주시 앞바다가 보이는 로컬푸드 레스토랑이며, 바삭하게 튀긴 오징어 한 마리가 통째로 매콤한 먹물크림 위에 올라간 오징어튀김먹물파스타가 인기메뉴이다. 취향에 따라 주문시에 매운 맛 조절이 가능하다. 성이시돌 목장의 유기농우유와 수제연유, 국내산 통단팥을 넣은 한라산빙수도 유명하다. 우도 땅콩 팬케이크와 지름떡팬케이크도 제주의 특색을 살린 로컬푸드로 색다른 맛을 경험하고 싶다면 추천한다.

 ","['오징어튀김먹물파스타', '한라산빙수', '우도땅콩팬케이크', '지름떡팬케이크', '향토음식', '음식', '브런치', '스테이크', '케이크']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1.7750000000000001
메종드쁘띠푸루,제주시 > 제주시내,"#빵집 #베이커리 #파이
#타르트 #음식 #빵 #감바스 #파스타 #크림파스타 #샌드위치 #토스트",제주특별자치도 제주시 신설로7길 3,1,125,8,0,"6,283",1,동경 본점의 제과제빵 레시피를 오롯이 재현해내는 베이커리,일요일 휴무 / 식빵전문점은 정상영업,"평일 : 07:00 ~ 22:00 , 주말 : 07:00 ~ 22:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨
메종드쁘띠푸르는 서울 다음으로 제주 아라동, 노형동에 분점을 냈다. 빵집이라고 하기엔 화려하고 아기자기한 타르트, 파이 등 디저트류가 많아서 무엇을 먹어야 할지 결정을 내리기 어렵다. 매일 굽는 제과류와 함께 커피, 음료도 제공되는데 그 자리에서 뽑는 에스프레소의 향기와, 빵이 완성되어 나올 때의 달콤한 버터향이 가득찬 매장은 방문객들의 기분을 좋아지게 만든다. 제주에서 나는 녹차나 감귤 등을 이용한 반죽으로 빚은 빵이 많으며, 선물용으로 좋은 잼도 함께 판매한다.
 ","['빵집', '베이커리', '파이', '타르트', '음식', '빵', '감바스', '파스타', '크림파스타', '샌드위치', '토스트']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1.7750000000000001
목포고을,서귀포시 > 서귀포시내,"#목살 #오겹살 #열무국수
#김치찌개 #음식 #흑돼지 #흑돼지구이 #된장찌개 #2022고메페스타",제주특별자치도 서귀포시 일주서로 968-5,3,55,8,0,"6,247",6,서귀포시 중문에 위치한 숙성 흑돼지 전문점. 된장부터 모든 밑반찬을 직접 만든다.,연중무휴. 마지막 주문은 21:30,"평일 : 12:00 ~ 22:30 , 주말 : 12:00 ~ 22:30","공용주차장,현금결제,카드결제,화장실,흡연구역",,"상세정보
확장됨
'고기 외에도 다 맛있는 고깃집'이라 자부하는 곳이다. 제주 우수레스토랑과 모범음식점으로 지정된 식당이기도 하다. 중문 관광단지와 가까워 골프 관광객 등이 방문하기 편하며, 넓은 주차장이 자리하고 있는 것도 장점이다.

실내 공간 또한 매우 넓어 180명 가량 수용이 가능하다. 테이블 수가 많아 웨이팅 확률이 낮다. 식당 밖에는 식사와 별도로 휴식할 수 있는 테라스도 마련돼 있다.

협약 돈사에서 도축한 후 바로 가져오는, 육질 좋고 신선한 흑돼지는 전량 저온 숙성 과정을 거쳐 더욱 맛을 더한다. 고기 메뉴는 목살과 오겹살, 그리고 특수부위인 솔지가 적정 비율로 배합된 500g 과 750g 두 가지다. 여기에 전문 기업 상품을 사용하는 수제 소시지, 각종 찌개와 국밥, 국수 등 곁들여 먹을 수 있는 메뉴들도 다양하게 갖춰져 있다. 특히 여름에만 맛볼 수 있는 계절 메뉴인 열무국수가 별미다.

목포 고을에서는 모든 밑반찬을 직접 만드는 것은 물론이고 된장과 간장, 그리고 배추김치와 파 김치를 직접 담근다. 가게 뒷 편에 줄지어 있는 크고 작은 장독대들은 이 집의 자랑이다. 모든 음식의 맛을 알고, 그 어울림을 직접 조절할 수 있다는 것이야말로 사장님이 말하는 이 집 맛의 비법이다. 외식업계에 30년 이상 종사한 내공인 셈이다.

고기를 주문하면 오랜 경험에 의해 불 세기에 가장 알맞은 두께로 준비한 근 고기가 연탄 불 위에 놓이고, 솜씨 좋은 직원이 처음부터 끝까지 직접 구워 알맞을 때 놓아 준다. 일정한 두께와 질의 고기가 직원의 기술과 어울려 언제 방문해도 일정한 맛을 맛볼 수 있다.

목포 고을에서는 고기 맛을 제대로 느낄 수 있도록 쌈채소와 쌈장은 내어 놓지 않는다.

대신 슴슴한 밑반찬들과 감칠맛을 돋워 주는 멜젓(멸치 액젓), 맛깔난 김치들이 하나같이 맛있으니 아쉬울 것이 없다. 여기에 식사 후 식사 메뉴까지 주문해 먹으면 (김치찌개, 된장찌개, 김치국밥) 완벽하고 풍성한 한끼 식사가 된다.
 ","['목살', '오겹살', '열무국수', '김치찌개', '음식', '흑돼지', '흑돼지구이', '된장찌개', '2022고메페스타']",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,1.9133333333333333
바다속고등어쌈밥,제주시 > 애월,"#갈치조림 #옥돔구이 #해물뚝배기
#한치물회 #쌈밥 #음식 #고등어 #전복뚝배기 #성게미역국 #성게국 #한치",제주특별자치도 제주시 애월읍 일주서로 7089,0,55,8,0,"8,358",2,고등어조림과 묵은지를 쌈밥으로,매주 화요일 휴무 / 브레이크타임 없음 / 주문마감 20:30,"평일 : 08:00 ~ 21:30 , 주말 : 08:00 ~ 21:30","공용주차장,현금결제,카드결제,화장실",,"상세정보
확장됨

공항에서 애월 해안도로로 15분쯤 달리다 보면 도로변에 위치한 바다속고등어쌈밥을 발견할 수 있다.
이곳은 고등어 요리 전문점이지만 갈치조림이나 옥돔구이, 해물뚝배기, 한치물회 등 여러 해산물 요리를 같이 판매하고 있다.
대표 메뉴 쌈밥은 묵은지를 넣은 고등어조림으로, 고등어와 묵은지를 채소에 싸먹는 요리이다.
고등어 쌈밥과 함께 흑돼지를 넣은 두루치기 쌈밥도 인기있는 메뉴이다.
밑반찬으로 나오는 간장게장은 별도로 판매를 하고 있고 전국에 택배 가능하다.

 ","['갈치조림', '옥돔구이', '해물뚝배기', '한치물회', '쌈밥', '음식', '고등어', '전복뚝배기', '성게미역국', '성게국', '한치']",1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,4,2.23
바람벽에흰당나귀,제주시 > 구좌,"#카페 #음료 #주스
#말차빙수 #음식 #아메리카노 #카페라떼 #카페모카 #바닐라라떼 #카푸치노 #눈꽃빙수",제주특별자치도 제주시 구좌읍 동복로 11,3,46,8,0,"5,192",1,제주시 동복리에 위치한 바람벽에흰당나귀는 푸른바다를 볼 수 있는 창가자리가 많아 넓은 바다를 보며 다양한 음료와 디저트를 함께 즐길 수 있는 카페이다.,연중무휴 / 주문 마감 18:30,"평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 19:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

시원한 말차빙수와 오션뷰를 즐기는 카페

제주시 동복리에 위치한 바람벽에흰당나귀의 외부는 돌과 나무로 구성되어 있어 빈티지한 느낌을 자아내고 있으며 실내 내부에는 천정과 소품들이 우드인테리어로 조성되어 엔틱한 분위기를 자아내고 있다. 또한 이 곳은 푸른바다를 볼 수 있는 창가자리가 많아 넓은 바다를 보며 다양한 음료와 디저트를 함께 즐길 수 있다. 그 중에서 시원하고 쌉싸름한 말차빙수가 가장 인기가 많으며 이 곳에서 직접만든 바닐라빈시럽을 사용한 수제 바닐라빈라떼, 사과의 상큼한과 계피의 쌉싸름함을 동시에 즐길 수 있는 애플시나몬티 또한 이 곳의 인기메뉴이다. 그리고 다양한 디저트메뉴도 준비되어 있어 음료와 같이 푸짐하게 즐길 수 있다.

 ","['카페', '음료', '주스', '말차빙수', '음식', '아메리카노', '카페라떼', '카페모카', '바닐라라떼', '카푸치노', '눈꽃빙수']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
서광춘희,서귀포시 > 안덕,"#꼬치커틀렛 #춘희면 #성게
#한식 #음식 #성게비빔밥 #새우튀김 #가츠동 #해물라면 #라면",제주특별자치도 서귀포시 안덕면 화순서동로 367,2,43,8,0,"6,757",1,안덕면에 위치한 아날로그 분위기의 식당으로 성게라면이 유명한 곳,브레이크타임: 16:00 ~ 17:30 매주 화요일 휴무,"평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨

귤 창고를 개조한 공간에 차린 식당. 잘 가꾼 정원이 있는데 이곳에서는 귤 나무가 아직도 자생한다. 커피를 마시기엔 너무나 예쁜 찻잔들도 구석구석 내부의 아날로그틱한 분위기를 완성해준다. 겉은 바삭하고 속은 촉촉한 꼬치 커틀렛과 성게가 가득 들어가 깊은 해산물의 국물맛을 느낄 수 있는 춘희면이 대표메뉴이다. 무엇보다 면이 생명인 국수 요리에 정성을 다하는 주인의 모습에서도 다시 찾고 싶은 정감을 느끼게 된다.

 ","['꼬치커틀렛', '춘희면', '성게', '한식', '음식', '성게비빔밥', '새우튀김', '가츠동', '해물라면', '라면']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2.45
어진이네횟집,서귀포시 > 서귀포시내,"#회 #횟집 #자리물회
#물회 #음식 #한치물회 #전복물회 #문어물회 #소라물회 #매운탕 #한치",제주특별자치도 서귀포시 보목포로 93,9,193,9,1,"21,656",18,"가장 푸짐하고 정직한 물회를 먹을 수 있는 곳, 2016 KOREAT JEJU TOP 10 선정",매주 화요일 휴무 / 8월 중순까지 서귀포시 중정로 14에서 임시영업,"평일 : 10:00 ~ 20:00 , 주말 : 10:00 ~ 20:00","공용주차장,현금결제,카드결제,화장실,편의점,음료대",,"상세정보
확장됨
뼈째 먹는 자리물회에서 식감을 좌우하는 건 다름 아닌 식초다.
어진이네 횟집의 모든 테이블에는 두 종류의 식초가 올라가 있다. 사과식초와 빙초산.
토박이라면 대부분 녹색의 빙초산(물론 식용이다)을, 외지인이라면 대부분 식초를 집어들 것이다.
식초가 어떻게 물회의 맛을 바꾸는지 가장 확실하게 체감하는 방법은 이렇다.
테이블에 올라온 물회를 한입 떠먹고서 식초 두어 방울을 떨군 다음 휘휘 저어서 다시 회 한 점, 국물 한 숟갈을 들어보시라.
회부터 국물까지, 믿을 수 없겠지만 물회 맛이 한결 부드러워졌음을 느낄 수 있다.
2016 KOREAT JEJU TOP 10 선정단 한줄평 : 제주도 밥상을 그대로 옮겨 놓은 정겨운 상차림. 가장 푸짐한, 가장 정직한 제주 물회를 먹을 수 있는 집
백종원의 3대천왕 39회, 6시 내고향 5,496회 자리물회, 자리돔 등에 출연하였다.
신축 및 내부수리 관계로 휴업 중이었으나 , 2019년 9월 이후 정상영업 중이다.","['회', '횟집', '자리물회', '물회', '음식', '한치물회', '전복물회', '문어물회', '소라물회', '매운탕', '한치']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.05
수두리보말칼국수,서귀포시 > 중문,"#톳보말칼국수 #톳성게칼국수 #칼국수
#음식 #전복죽 #막걸리",제주특별자치도 서귀포시 천제연로 192,13,167,8,1,"15,208",21,제주 자연산 보말과 성게로 만든 칼국수가 유명한 곳,"첫째, 셋째 화요일 휴무 / 주문마감 16:30 / 재료 소진시 조기 마감","평일 : 08:00 ~ 17:00 , 주말 : 08:00 ~ 17:00","현금결제,카드결제,화장실,음료대",,"상세정보
확장됨

직접 반죽한 톳면에 매일 아침마다 준비하는 자연산 보말이 100% 들어간 육수만 사용한다. 반찬 또한 직접 손질하고 만들어 제공받을 수 있다. 
톳으로 만든 쫄깃쫄깃한 면과 담백하지만 시원한 국물맛이 일품인 수두리보말칼국수(톳보말칼국수), 톳성게칼국수, 성게전복죽이 대표메뉴이다. 
8시부터 영업을 하기 때문에 아침식사하기 좋다.

 ","['톳보말칼국수', '톳성게칼국수', '칼국수', '음식', '전복죽', '막걸리']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.4
에스프레소 라운지,제주시 > 제주시내,"#카페 #디저트 #베이커리카페
#음식 #아메리카노 #에그타르트 #카페라떼 #바닐라라떼 #에이드",제주특별자치도 제주시 한라대학로 1 (노형동),1,13,8,0,"1,698",0,제주공한 근처 분위기 좋은 Espresso Lounge cafe,,"평일 : 09:00 ~ 01:00 , 주말 : 09:00 ~ 01:00",,,"상세정보
확장됨

제주공항근처 한라대사거리에 위치해서 공항가기 전후로 잠깐들러 휴식을 취하기 좋은 곳이다.
1층에는 로스팅 공간이 있어 커피향 볶는 향기가 넓은 공간을 가득채우고 있고 빵도 판매하고 있어 커피와 함께 넉넉한 시간을 보낼 수 있다.
커다란 로스팅머신을 직접 볼 수 있어서 사진을 찍어가는 사람들이 많다. 천장이 굉장히 높아서 탁 트인 공간을 선호하는 이들에게 추천하는 카페이다.

 ","['카페', '디저트', '베이커리카페', '음식', '아메리카노', '에그타르트', '카페라떼', '바닐라라떼', '에이드']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
